,phylum,order,genus
4498,sk__Eukaryota;p__Euglenozoa,sk__Eukaryota;p__Euglenozoa;c__;o__Diplonemea,sk__Eukaryota;p__Euglenozoa;c__;o__Diplonemea;f__Diplonemidae;g__Diplonema
4499,sk__Eukaryota;p__Imbricatea,sk__Eukaryota;p__Imbricatea;c__;o__Thaumatomonadida,sk__Eukaryota;p__Imbricatea;c__;o__Thaumatomonadida;f__Thaumatomastigidae;g__Thaumatomastix
4500,sk__Eukaryota;p__Endomyxa,sk__Eukaryota;p__Endomyxa;c__;o__Vampyrellida,sk__Eukaryota;p__Endomyxa;c__;o__Vampyrellida;f__;g__Thalassomyxa
4501,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Acantharea;o__Symphyacanthida,sk__Eukaryota;p__;c__Acantharea;o__Symphyacanthida;f__Amphilithiidae;g__
4502,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Cryptophyceae;o__Cryptomonadales,sk__Eukaryota;p__;c__Cryptophyceae;o__Cryptomonadales;f__Hemiselmidaceae;g__
4503,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Cryptophyceae;o__Cryptomonadales,sk__Eukaryota;p__;c__Cryptophyceae;o__Cryptomonadales;f__Hemiselmidaceae;g__Hemiselmis
4504,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dictyochophyceae;o__Rhizochromulinales,sk__Eukaryota;p__;c__Dictyochophyceae;o__Rhizochromulinales;f__;g__Rhizochromulina
4505,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__,sk__Eukaryota;p__;c__Dinophyceae;o__;f__;g__Abedinium
4506,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Dinophysiales,sk__Eukaryota;p__;c__Dinophyceae;o__Dinophysiales;f__Dinophysiaceae;g__Dinophysis
4507,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Gymnodiniales,sk__Eukaryota;p__;c__Dinophyceae;o__Gymnodiniales;f__Polykrikaceae;g__
4508,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Gymnodiniales,sk__Eukaryota;p__;c__Dinophyceae;o__Gymnodiniales;f__Gymnodiniaceae;g__Polykrikos
4509,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Noctilucales,sk__Eukaryota;p__;c__Dinophyceae;o__Noctilucales;f__Noctilucaceae;g__
4510,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Peridiniales,sk__Eukaryota;p__;c__Dinophyceae;o__Peridiniales;f__Amphidiniopsidaceae;g__
4511,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Peridiniales,sk__Eukaryota;p__;c__Dinophyceae;o__Peridiniales;f__Amphidiniopsidaceae;g__Archaeperidinium
4512,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Peridiniales,sk__Eukaryota;p__;c__Dinophyceae;o__Peridiniales;f__Kryptoperidiniaceae;g__Kryptoperidinium
4513,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Peridiniales,sk__Eukaryota;p__;c__Dinophyceae;o__Peridiniales;f__Kryptoperidiniaceae;g__Blixaea
4514,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Hyphochytriomycetes;o__,sk__Eukaryota;p__;c__Hyphochytriomycetes;o__;f__Rhizidiomycetaceae;g__Rhizidiomyces
4515,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Nassophorea;o__Microthoracida,sk__Eukaryota;p__Ciliophora;c__Nassophorea;o__Microthoracida;f__Discotrichidae;g__Discotricha
4516,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Pleuronematida,sk__Eukaryota;p__Ciliophora;c__Oligohymenophorea;o__Pleuronematida;f__Pleuronematidae;g__Pleuronema
4517,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Oomycetes;o__Lagenidiales,sk__Eukaryota;p__;c__Oomycetes;o__Lagenidiales;f__Haliphthoraceae;g__Halocrusticida
4518,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Polycystinea;o__Nassellaria,sk__Eukaryota;p__;c__Polycystinea;o__Nassellaria;f__Plagoniidae;g__
4519,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Raphidophyceae;o__Chattonellales,sk__Eukaryota;p__;c__Raphidophyceae;o__Chattonellales;f__Chattonellaceae;g__Heterosigma
4520,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Sporadotrichida,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Sporadotrichida;f__Trachelostylidae;g__
4521,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Tintinnida,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Tintinnida;f__Tintinnidiidae;g__Leprotintinnus
4522,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Urostylida,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Urostylida;f__Urostylidae;g__Arcuseries
4523,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Urostylida,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Urostylida;f__Urostylidae;g__
4524,sk__Eukaryota;p__Apicomplexa,sk__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Eucoccidiorida,sk__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Eucoccidiorida;f__Eimeriidae;g__Goussia
4525,sk__Eukaryota;p__Bacillariophyta,sk__Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Bacillariales,sk__Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Bacillariales;f__Bacillariaceae;g__Psammodictyon
4526,sk__Eukaryota;p__Bacillariophyta,sk__Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales,sk__Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Haslea
4527,sk__Eukaryota;p__Bacillariophyta,sk__Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales,sk__Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Meuniera
4528,sk__Eukaryota;p__Bacillariophyta,sk__Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Rhopalodiales,sk__Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Rhopalodiales;f__;g__
4529,sk__Eukaryota;p__Bacillariophyta,sk__Eukaryota;p__Bacillariophyta;c__Coscinodiscophyceae;o__Coscinodiscales,sk__Eukaryota;p__Bacillariophyta;c__Coscinodiscophyceae;o__Coscinodiscales;f__Coscinodiscaceae;g__
4530,sk__Eukaryota;p__Bacillariophyta,sk__Eukaryota;p__Bacillariophyta;c__Coscinodiscophyceae;o__Coscinodiscales,sk__Eukaryota;p__Bacillariophyta;c__Coscinodiscophyceae;o__Coscinodiscales;f__Coscinodiscaceae;g__Coscinodiscus
4531,sk__Eukaryota;p__Bacillariophyta,sk__Eukaryota;p__Bacillariophyta;c__Mediophyceae;o__Triceratiales,sk__Eukaryota;p__Bacillariophyta;c__Mediophyceae;o__Triceratiales;f__Triceratiaceae;g__Trieres
4532,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__,sk__Eukaryota;p__Annelida;c__Polychaeta;o__;f__Protodrilidae;g__Protodrilus
4533,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Capitellida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Capitellida;f__Capitellidae;g__Capitella
4534,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Capitellida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Capitellida;f__Capitellidae;g__Dasybranchus
4535,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Capitellida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Capitellida;f__Capitellidae;g__Notomastus
4536,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Eunicida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Eunicida;f__Dorvilleidae;g__
4537,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Golfingiida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Golfingiida;f__;g__
4538,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida;f__Pilargidae;g__
4539,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida;f__Pilargidae;g__Sigambra
4540,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida;f__Syllidae;g__Erinaceusyllis
4541,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida;f__Syllidae;g__Haplosyllis
4542,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida;f__Syllidae;g__Sphaerosyllis
4543,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida;f__Typhloscolecidae;g__
4544,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Sabellida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Sabellida;f__Sabellariidae;g__
4545,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Terebellida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Terebellida;f__Acrocirridae;g__Acrocirrus
4546,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Gentianales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Gentianales;f__Apocynaceae;g__Pectinaria
4547,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Terebellida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Terebellida;f__Terebellidae;g__Lanice
4548,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Arachnida;o__Pseudoscorpiones,sk__Eukaryota;p__Arthropoda;c__Arachnida;o__Pseudoscorpiones;f__;g__
4549,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Chilopoda;o__,sk__Eukaryota;p__Arthropoda;c__Chilopoda;o__;f__;g__
4550,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida;f__Eucalanidae;g__Rhincalanus
4551,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida;f__Lucicutiidae;g__
4552,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida;f__Paracalanidae;g__Acrocalanus
4553,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida;f__Pontellidae;g__
4554,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida;f__Pontellidae;g__Labidocera
4555,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida;f__Pseudocyclopidae;g__
4556,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Dendrogastrida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Dendrogastrida;f__;g__
4557,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida;f__Ameiridae;g__
4558,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Siphonostomatoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Siphonostomatoida;f__Pennellidae;g__
4559,sk__Eukaryota;p__Bryozoa,sk__Eukaryota;p__Bryozoa;c__;o__,sk__Eukaryota;p__Bryozoa;c__;o__;f__;g__
4560,sk__Eukaryota;p__Bryozoa,sk__Eukaryota;p__Bryozoa;c__Stenolaemata;o__Cyclostomatida,sk__Eukaryota;p__Bryozoa;c__Stenolaemata;o__Cyclostomatida;f__;g__
4561,sk__Eukaryota;p__Chordata,sk__Eukaryota;p__Chordata;c__Actinopteri;o__Centrarchiformes,sk__Eukaryota;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Percichthyidae;g__
4562,sk__Eukaryota;p__Cnidaria,sk__Eukaryota;p__Cnidaria;c__Anthozoa;o__Zoantharia,sk__Eukaryota;p__Cnidaria;c__Anthozoa;o__Zoantharia;f__Parazoanthidae;g__
4563,sk__Eukaryota;p__Cnidaria,sk__Eukaryota;p__Cnidaria;c__Hydrozoa;o__Leptothecata,sk__Eukaryota;p__Cnidaria;c__Hydrozoa;o__Leptothecata;f__Sertulariidae;g__
4564,sk__Eukaryota;p__Cnidaria,sk__Eukaryota;p__Cnidaria;c__Scyphozoa;o__Semaeostomeae,sk__Eukaryota;p__Cnidaria;c__Scyphozoa;o__Semaeostomeae;f__;g__
4565,sk__Eukaryota;p__Ctenophora,sk__Eukaryota;p__Ctenophora;c__Nuda;o__Beroida,sk__Eukaryota;p__Ctenophora;c__Nuda;o__Beroida;f__;g__
4566,sk__Eukaryota;p__Echinodermata,sk__Eukaryota;p__Echinodermata;c__;o__,sk__Eukaryota;p__Echinodermata;c__;o__;f__;g__
4567,sk__Eukaryota;p__Echinodermata,sk__Eukaryota;p__Echinodermata;c__Holothuroidea;o__,sk__Eukaryota;p__Echinodermata;c__Holothuroidea;o__;f__;g__
4568,sk__Eukaryota;p__Gastrotricha,sk__Eukaryota;p__Gastrotricha;c__;o__Chaetonotida,sk__Eukaryota;p__Gastrotricha;c__;o__Chaetonotida;f__Chaetonotidae;g__Heterolepidoderma
4569,sk__Eukaryota;p__Gastrotricha,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida;f__;g__
4570,sk__Eukaryota;p__Gastrotricha,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida,sk__Eukaryota;p__Gastrotricha;c__;o__Macrodasyida;f__Lepidodasyidae;g__
4571,sk__Eukaryota;p__Kinorhyncha,sk__Eukaryota;p__Kinorhyncha;c__;o__,sk__Eukaryota;p__Kinorhyncha;c__;o__;f__;g__
4572,sk__Eukaryota;p__Mollusca,sk__Eukaryota;p__Mollusca;c__Bivalvia;o__Arcoida,sk__Eukaryota;p__Mollusca;c__Bivalvia;o__Arcoida;f__;g__
4573,sk__Eukaryota;p__Mollusca,sk__Eukaryota;p__Mollusca;c__Bivalvia;o__Pterioida,sk__Eukaryota;p__Mollusca;c__Bivalvia;o__Pterioida;f__;g__
4574,sk__Eukaryota;p__Mollusca,sk__Eukaryota;p__Mollusca;c__Bivalvia;o__Veneroida,sk__Eukaryota;p__Mollusca;c__Bivalvia;o__Veneroida;f__Cardiidae;g__
4575,sk__Eukaryota;p__Mollusca,sk__Eukaryota;p__Mollusca;c__Bivalvia;o__Veneroida,sk__Eukaryota;p__Mollusca;c__Bivalvia;o__Veneroida;f__Cardiidae;g__Fulvia
4576,sk__Eukaryota;p__Nemertea,sk__Eukaryota;p__Nemertea;c__Enopla;o__,sk__Eukaryota;p__Nemertea;c__Enopla;o__;f__;g__
4577,sk__Eukaryota;p__Nemertea,sk__Eukaryota;p__Nemertea;c__Palaeonemertea;o__,sk__Eukaryota;p__Nemertea;c__Palaeonemertea;o__;f__Cephalothricidae;g__
4578,sk__Eukaryota;p__Nemertea,sk__Eukaryota;p__Nemertea;c__Palaeonemertea;o__,sk__Eukaryota;p__Nemertea;c__Palaeonemertea;o__;f__Cephalothricidae;g__Cephalothrix
4579,sk__Eukaryota;p__Platyhelminthes,sk__Eukaryota;p__Platyhelminthes;c__Monogenea;o__Capsalidea,sk__Eukaryota;p__Platyhelminthes;c__Monogenea;o__Capsalidea;f__Capsalidae;g__
4580,sk__Eukaryota;p__Porifera,sk__Eukaryota;p__Porifera;c__Calcarea;o__Leucosolenida,sk__Eukaryota;p__Porifera;c__Calcarea;o__Leucosolenida;f__;g__
4581,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Asterales;f__Asteraceae;g__Chondrilla
4582,sk__Eukaryota;p__Xenacoelomorpha,sk__Eukaryota;p__Xenacoelomorpha;c__;o__Acoela,sk__Eukaryota;p__Xenacoelomorpha;c__;o__Acoela;f__Convolutidae;g__
4583,sk__Eukaryota;p__Xenacoelomorpha,sk__Eukaryota;p__Xenacoelomorpha;c__;o__Nemertodermatida,sk__Eukaryota;p__Xenacoelomorpha;c__;o__Nemertodermatida;f__;g__
4584,sk__Eukaryota;p__Chlorophyta,sk__Eukaryota;p__Chlorophyta;c__Pyramimonadophyceae;o__Pyramimonadales,sk__Eukaryota;p__Chlorophyta;c__Pyramimonadophyceae;o__Pyramimonadales;f__Pterospermataceae;g__Pterosperma
4585,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Polypodiopsida;o__Polypodiales,sk__Eukaryota;p__Streptophyta;c__Polypodiopsida;o__Polypodiales;f__;g__
4586,sk__Archaea;p__Candidatus Heimdallarchaeota,sk__Archaea;p__Candidatus Heimdallarchaeota;c__;o__,sk__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__
4587,sk__Archaea;p__Euryarchaeota,sk__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales,sk__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Halogranum
4588,sk__Eukaryota;p__Rhodophyta,sk__Eukaryota;p__Rhodophyta;c__Compsopogonophyceae;o__,sk__Eukaryota;p__Rhodophyta;c__Compsopogonophyceae;o__;f__;g__
4589,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dictyochophyceae;o__Pedinellales,sk__Eukaryota;p__;c__Dictyochophyceae;o__Pedinellales;f__;g__Pedinella
4590,sk__Eukaryota;p__Chordata,sk__Eukaryota;p__Chordata;c__Leptocardii;o__Amphioxiformes,sk__Eukaryota;p__Chordata;c__Leptocardii;o__Amphioxiformes;f__Branchiostomidae;g__
4591,sk__Eukaryota;p__Cnidaria,sk__Eukaryota;p__Cnidaria;c__Anthozoa;o__Pennatulacea,sk__Eukaryota;p__Cnidaria;c__Anthozoa;o__Pennatulacea;f__;g__
4592,sk__Eukaryota;p__Chlorophyta,sk__Eukaryota;p__Chlorophyta;c__;o__,sk__Eukaryota;p__Chlorophyta;c__;o__;f__Pycnococcaceae;g__
4593,sk__Eukaryota;p__Chlorophyta,sk__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales,sk__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales;f__Golenkiniaceae;g__
4594,sk__Eukaryota;p__Streptophyta,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Alismatales,sk__Eukaryota;p__Streptophyta;c__Magnoliopsida;o__Alismatales;f__;g__
4595,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Gymnodiniales,sk__Eukaryota;p__;c__Dinophyceae;o__Gymnodiniales;f__Warnowiaceae;g__Warnowia
4596,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Tintinnida,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Tintinnida;f__Xystonellidae;g__Xystonella
4597,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Urostylida,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Urostylida;f__Pseudokeronopsidae;g__Pseudokeronopsis
4598,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Peridiniales,sk__Eukaryota;p__;c__Dinophyceae;o__Peridiniales;f__Amphidiniopsidaceae;g__Amphidiniopsis
4599,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Dinophyceae;o__Suessiales,sk__Eukaryota;p__;c__Dinophyceae;o__Suessiales;f__Suessiaceae;g__Polarella
4600,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Oomycetes;o__Lagenidiales,sk__Eukaryota;p__;c__Oomycetes;o__Lagenidiales;f__Haliphthoraceae;g__Halodaphnea
4601,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Oomycetes;o__Olpidiopsidales,sk__Eukaryota;p__;c__Oomycetes;o__Olpidiopsidales;f__Olpidiopsidaceae;g__Olpidiopsis
4602,sk__Eukaryota;p__Rhodophyta,sk__Eukaryota;p__Rhodophyta;c__Rhodellophyceae;o__Rhodellales,sk__Eukaryota;p__Rhodophyta;c__Rhodellophyceae;o__Rhodellales;f__Rhodellaceae;g__
4603,sk__Eukaryota;p__Ciliophora,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Tintinnida,sk__Eukaryota;p__Ciliophora;c__Spirotrichea;o__Tintinnida;f__Xystonellidae;g__Favella
4604,sk__Eukaryota;p__Apicomplexa,sk__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Agamococcidiorida,sk__Eukaryota;p__Apicomplexa;c__Conoidasida;o__Agamococcidiorida;f__;g__
4605,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Phaeophyceae;o__Fucales,sk__Eukaryota;p__;c__Phaeophyceae;o__Fucales;f__;g__
4606,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Phaeophyceae;o__Fucales,sk__Eukaryota;p__;c__Phaeophyceae;o__Fucales;f__Fucaceae;g__
4607,sk__Eukaryota;p__,sk__Eukaryota;p__;c__Phaeophyceae;o__Fucales,sk__Eukaryota;p__;c__Phaeophyceae;o__Fucales;f__Fucaceae;g__Fucus
4608,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__,sk__Eukaryota;p__Annelida;c__Polychaeta;o__;f__Opheliidae;g__Ophelia
4609,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__,sk__Eukaryota;p__Annelida;c__Polychaeta;o__;f__Saccocirridae;g__Saccocirrus
4610,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Phyllodocida;f__Nereididae;g__Perinereis
4611,sk__Eukaryota;p__Annelida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Spionida,sk__Eukaryota;p__Annelida;c__Polychaeta;o__Spionida;f__Spionidae;g__Spio
4612,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Arachnida;o__Trombidiformes,sk__Eukaryota;p__Arthropoda;c__Arachnida;o__Trombidiformes;f__Halacaridae;g__
4613,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Malacostraca;o__Amphipoda,sk__Eukaryota;p__Arthropoda;c__Malacostraca;o__Amphipoda;f__Gammaridae;g__
4614,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Malacostraca;o__Amphipoda,sk__Eukaryota;p__Arthropoda;c__Malacostraca;o__Amphipoda;f__Gammaridae;g__Gammarus
4615,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida;f__Temoridae;g__
4616,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Calanoida;f__Temoridae;g__Eurytemora
4617,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida;f__Ameiridae;g__Ameira
4618,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida;f__Ectinosomatidae;g__
4619,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida;f__Ectinosomatidae;g__Bradya
4620,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida;f__Miraciidae;g__Stenhelia
4621,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida;f__Miraciidae;g__Typhlamphiascus
4622,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida,sk__Eukaryota;p__Arthropoda;c__Hexanauplia;o__Harpacticoida;f__Thalestridae;g__Phyllothalestris
4623,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Merostomata;o__,sk__Eukaryota;p__Arthropoda;c__Merostomata;o__;f__;g__
4624,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Cytheruridae;g__
4625,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Cytheruridae;g__Hemicytherura
4626,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Cytheruridae;g__Howeina
4627,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Cytheruridae;g__Semicytherura
4628,sk__Eukaryota;p__Arthropoda,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida,sk__Eukaryota;p__Arthropoda;c__Ostracoda;o__Podocopida;f__Leptocytheridae;g__
