#SampleID	SRR1141249	SRR1141250	SRR1143324	SRR1143339	SRR1143350	SRR1145427	SRR1145428	SRR1145429	SRR1145430	SRR1145431	SRR1145432	SRR1145433	SRR1145434	SRR1145435	SRR1145436	SRR1145437	SRR1145438	SRR1145439
Root;k__Bacteria;p__GN02;c__BB34;o__;f__;g__;s__	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__GOUTA4;c__;o__;f__;g__;s__	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__;g__;s__	10	10	14	2	3	2	6	5	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-2;o__;f__;g__;s__	4	1	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__;g__;s__	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__;g__;s__	1	1	0	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__;s__	3	4	3	0	0	1	3	6	9	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__;g__;s__	9	16	9	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__;s__	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__A1-B1;g__;s__	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__;s__	16	6	6	0	0	0	5	5	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87;f__;g__;s__	0	0	0	3	22	14	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL;f__;g__;s__	26	28	15	0	2	2	10	7	7	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Lentisphaerae;c__;o__;f__;g__;s__	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae;g__;s__	0	0	0	0	10	0	43	10	37	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Z20;f__;g__;s__	0	0	0	0	0	0	1	6	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__MVP-21;c__;o__;f__;g__;s__	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__NC10;c__12-24;o__;f__;g__;s__	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__NC10;c__12-24;o__JH-WHS47;f__;g__;s__	0	0	0	0	0	1	22	24	44	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__NKB19;c__;o__;f__;g__;s__	0	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__NKB19;c__TSBW08;o__;f__;g__;s__	0	0	0	2	0	0	2	0	7	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21;g__;s__	516	289	116	29	108	74	236	287	256	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__;g__;s__	0	0	0	0	0	4	247	121	222	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__FW;g__4-29;s__	2	1	2	2	57	3	12472	6761	11186	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__;s__	0	2	0	259	899	1899	2	3	8	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__JG37-AG-70;s__	0	0	0	0	0	0	2	5	6	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	2	4	3	4	2	10	265	181	335	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__marina	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Leptospirillaceae];g__;s__	28	21	13	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae];g__;s__	0	0	0	0	0	0	492	174	265	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae];g__DCE29;s__	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae];g__GOUTA19;s__	0	0	0	1	7	6	275	474	995	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae];g__LCP-6;s__	0	0	0	0	6	0	44	58	120	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__OD1;c__;o__;f__;g__;s__	0	0	0	0	0	0	2	3	4	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__OD1;c__ABY1;o__;f__;g__;s__	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__OD1;c__SM2F11;o__;f__;g__;s__	5	1	0	0	0	1	4	12	12	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__OP11;c__;o__;f__;g__;s__	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__OP11;c__OP11-3;o__;f__;g__;s__	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__OP11;c__OP11-4;o__;f__;g__;s__	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__OP3;c__BD4-9;o__;f__;g__;s__	0	0	0	0	0	0	39	15	16	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__OP3;c__PBS-25;o__;f__;g__;s__	5	5	6	0	0	0	87	37	39	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__OP3;c__koll11;o__GIF10;f__kpj58rc;g__;s__	0	2	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__OP8;c__OP8_1;o__;f__;g__;s__	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__;f__;g__;s__	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__BD7-11;o__;f__;g__;s__	27	45	20	0	0	0	8	21	11	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15;f__;g__;s__	4	7	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__OM190;o__agg27;f__;g__;s__	257	315	267	0	0	0	66	6	14	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__AKAU3564;f__;g__;s__	0	0	0	0	0	0	6	1	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CPla-3;f__;g__;s__	10	5	4	0	0	0	17	27	31	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MSBL9;f__;g__;s__	0	0	0	0	0	0	55	55	99	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__	12	4	3	1	1	1	2	3	9	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1;f__;g__;s__	0	0	0	0	0	0	4	6	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__;g__;s__	105	117	72	0	4	4	38	16	23	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Pla3;o__;f__;g__;s__	0	0	0	0	0	0	1	8	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Pla4;o__;f__;g__;s__	3	3	4	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__B97;f__;g__;s__	127	106	58	13	25	33	28	19	29	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__	4749	4108	3208	8	46	43	3845	2265	2586	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__	1028	1002	656	1	12	18	501	305	298	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__obscuriglobus	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__;s__	3004	2654	1494	7	30	17	7586	4342	5463	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__Nostocoida;s__limicola	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__Nostocoida;s__limicolaIII	66	17	24	0	0	0	67	80	83	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__Singulisphaera;s__rosea	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__	1369	900	976	144	682	339	3385	858	1361	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__A17;s__	225	216	159	45	292	128	463	206	260	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula;s__	37	38	24	0	14	11	15	8	10	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__	387	311	203	23	122	53	188	141	208	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__vadinHA49;o__DH61;f__;g__;s__	22	14	15	4	0	5	11	19	4	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__vadinHA49;o__p04_C01;f__;g__;s__	4	2	3	1	0	0	13	9	11	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	30	19	10	1	20	24	63	54	72	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	119	75	52	32	534	359	93	64	103	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__;s__	2	3	1	41	452	93	8	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__;g__;s__	8	9	3	63	65	95	5	2	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	93	93	51	956	1070	2394	33	35	37	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Arthrospira;s__	0	1	2	2	2	6	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__	0	0	0	10	7	3	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__biprosthecium	1	1	0	3	105	5	1	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	0	0	0	4	29	18	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__diminuta	0	0	0	2	12	9	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__poindexterae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__	0	1	0	29	69	45	2	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__henricii	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Mycoplana;s__	3	7	1	1411	6195	4405	1	1	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	142	79	54	49	163	78	11	6	23	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__;g__;s__	178	266	159	3	5	7	32	11	24	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__;g__;s__	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	183	149	125	166	788	494	386	225	290	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__;s__	1	0	0	6	31	11	1	4	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__Aurantimonas;s__altamirensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bartonellaceae;g__;s__	2	7	1	2	4	2	0	6	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__	42	10	19	2	30	8	74	15	20	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Beijerinckia;s__	2	0	1	1	2	3	14	15	14	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Beijerinckia;s__indica	3	2	4	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Chelatococcus;s__asaccharovorans	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	3	4	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methyloferula;s__stellata	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__;s__	145	66	43	97	781	356	66	67	78	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Afipia;s__	1	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas;s__	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea;s__genosp.	9	12	3	10	17	12	15	38	11	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__	1390	471	296	100	893	311	839	629	852	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__elkanii	32	25	19	3	15	3	34	27	29	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Nitrobacter;s__	6	3	2	0	4	2	3	2	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Pseudomonas;s__carboxydohydrogena	29	5	2	17	199	47	22	7	10	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__;s__	0	0	0	0	15	0	0	2	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__	1	1	1	2	20	10	0	5	4	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__gallinifaecis	0	0	0	0	5	3	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__;s__	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__Cohaesibacter;s__	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__;s__	66	61	44	37	172	89	184	266	218	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__	36	136	11	490	629	1203	108	48	37	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__	7	7	6	17	47	37	47	16	15	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__zavarzinii	2	0	0	2	15	8	8	7	17	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Parvibaculum;s__	5	2	0	149	761	704	5	2	6	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium;s__	23	12	11	10	183	22	17	13	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium;s__australicum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodobium;s__orientis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__	2331	1573	962	68	362	166	819	602	662	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__elegans	3	1	1	3	17	4	2	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__;s__	0	0	1	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__	1	2	2	24	143	0	30	19	22	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__adhaesivum	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__organophilum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__;s__	421	220	139	157	546	583	214	135	178	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylopila;s__	3	1	1	55	386	325	0	2	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylosinus;s__	1	2	1	0	1	1	6	4	4	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Pleomorphomonas;s__	0	2	0	1	6	26	7	2	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Rhodoblastus;s__acidophilus	7	1	9	0	1	1	33	11	26	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__;s__	55	49	19	32	460	273	37	14	13	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Aminobacter;s__	0	0	0	21	80	44	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__	33	24	15	121	762	380	3	4	6	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Phyllobacterium;s__	0	0	0	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__;s__	162	181	76	1270	4627	2812	73	77	76	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__	120	79	38	9	89	57	21	15	14	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Kaistia;s__	1	0	1	0	26	2	2	3	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__	28	27	16	1	10	2	14	14	18	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__leguminosarum	8	32	19	1	1	1	17	23	28	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__multihospitium	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Sinorhizobium;s__	1	2	4	8	86	70	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__;s__	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Afifella;s__	7	3	2	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__	190	35	25	2	17	15	13	13	27	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Azorhizobium;s__	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
